street_name,latitude,longitude,nearest_mrt_distance,nearest_bus_distance
ANG MO KIO AVE 10,1.37138855070768,103.855953346739,706.6838512423444,81.8183990294192
ANG MO KIO AVE 8,1.37400086510074,103.850139806283,517.9628662148157,74.22538845370329
ANG MO KIO AVE 10,1.36314392666998,103.858118593427,1141.836200659974,201.4961320269921
ANG MO KIO AVE 10,1.36266297827625,103.85651592319,1043.044795327652,67.76036938665757
ANG MO KIO AVE 4,1.380104749906,103.840408652998,536.9004064342989,136.00798898235502
ANG MO KIO AVE 10,1.37365123866689,103.857022220393,921.9943542193772,42.14204961919312
ANG MO KIO AVE 3,1.37101536386003,103.841800323712,565.8709263205792,150.76005728740432
ANG MO KIO AVE 4,1.37020344042146,103.834687722549,316.6071955968875,79.02249490025014
ANG MO KIO AVE 10,1.36408620030202,103.856692408941,952.2786312129688,162.01789153563652
ANG MO KIO AVE 10,1.36694793518613,103.857487648675,881.1609837194321,123.68785155070697
ANG MO KIO AVE 1,1.36582089504381,103.842847772078,879.8275782267302,70.10553029157265
ANG MO KIO AVE 1,1.36628642816469,103.8449947612,645.8999859647051,84.95760340848771
ANG MO KIO AVE 6,1.37939517687868,103.843763599411,293.64752867304134,114.00830628787664
ANG MO KIO AVE 3,1.36661793708764,103.84786688518,380.6021363070979,251.11637155015313
ANG MO KIO ST 52,1.37183157010083,103.853670978083,498.9680880168973,87.04823639359786
ANG MO KIO ST 52,1.37175400663025,103.8538833087,514.248324563826,78.60281343553879
ANG MO KIO AVE 3,1.37026158388486,103.839467898898,357.16570334480565,39.23352416109344
ANG MO KIO AVE 3,1.36899287777802,103.85276134968,316.8693911769661,136.79523495961752
ANG MO KIO AVE 5,1.3734054063175,103.851134219635,470.5833529375741,80.8265130088219
ANG MO KIO AVE 6,1.37147783065153,103.845868750998,510.1383670917684,79.60822023280889
ANG MO KIO ST 52,1.37207688864036,103.852786139342,438.9934906420634,100.30032771194286
ANG MO KIO AVE 1,1.36481255187585,103.843844243986,844.0255183247035,114.45539634822724
ANG MO KIO AVE 4,1.37845661566039,103.839292714848,727.8122962543466,85.31843874043638
BEDOK NTH AVE 4,1.334484667124,103.937924710969,675.1585740980564,154.64198609975125
BEDOK NTH AVE 1,1.33131021834565,103.92685391703,839.5106506672076,108.50174730447088
BEDOK NTH RD,1.32791477933184,103.942144427101,474.0749118685469,226.26563535691807
BEDOK NTH AVE 1,1.3326931795279,103.926617402908,761.1821666330691,24.59107607222447
BEDOK STH AVE 1,1.32085208689731,103.933721091441,541.7642894955164,175.34571345405195
BEDOK RESERVOIR RD,1.33557619454702,103.911545779692,349.67673983626685,75.24126190480527
CHAI CHEE ST,1.32947840879761,103.921105111921,680.728259228913,192.6707544036592
CHAI CHEE ST,1.32930431416537,103.922415807329,780.3496701205669,86.4410750250353
BEDOK RESERVOIR RD,1.32914437941094,103.909112780576,651.5364337241173,277.98736876135445
BEDOK NTH ST 3,1.33490287587397,103.927838167286,524.212944078669,204.53268398885973
BEDOK NTH ST 3,1.33303698213001,103.924812248346,782.994054198364,41.46728176926791
BEDOK NTH RD,1.32869611162886,103.941995599533,511.94169894500095,219.8171466612942
BEDOK RESERVOIR RD,1.33103784588692,103.908641634756,437.4031868646423,150.1344292743114
BEDOK STH RD,1.32062504871279,103.934734222428,646.4948954806508,112.76392706276746
CHAI CHEE AVE,1.32604335303082,103.926488452026,451.3107785904703,204.3698427215536
NEW UPP CHANGI RD,1.32424554153984,103.941568704132,623.7600074855939,146.77562511162097
BEDOK NTH AVE 4,1.33372280929,103.936517719048,574.1179357735994,263.7301074096024
BEDOK RESERVOIR RD,1.33541606639526,103.922350069667,491.72733254166184,219.72933838337207
CHAI CHEE ST,1.32797877350561,103.925804792632,643.116236581613,81.89409754281216
CHAI CHEE DR,1.32684846948333,103.919015573079,885.2747661003743,49.67472762189555
BEDOK STH AVE 1,1.32130118793544,103.933299574181,473.8491214251321,110.48711396626476
CHAI CHEE AVE,1.32544200357037,103.926207634232,450.2309332400863,238.70488496868023
BEDOK NTH RD,1.32936960154503,103.929067536324,607.9068638033148,119.0726712451182
BEDOK NTH RD,1.33065454769523,103.938496275607,954.044775562066,101.3288631356441
BEDOK NTH AVE 1,1.32797614118511,103.927565110763,519.4085924557727,80.07456091005331
BEDOK NTH ST 3,1.33358016248275,103.92421866691,705.6352799337071,99.44009489256123
BEDOK RESERVOIR RD,1.33576929801793,103.912779600202,488.42684378754853,84.15091008790598
BEDOK STH AVE 2,1.32233220742919,103.939766219283,909.128179827448,185.89699566492175
BEDOK STH RD,1.32147847826862,103.940721046918,891.0671345023927,109.9874978847402
BEDOK STH AVE 2,1.32205652925918,103.93835472666,954.7433328535228,176.1024435174868
BEDOK STH AVE 2,1.32281544267372,103.93545524391,621.7900065944291,189.9108660048072
BEDOK STH AVE 2,1.32284176978435,103.936046815062,685.7006461847435,226.09558028425153
BEDOK NTH RD,1.32848132017235,103.940611608837,653.5555072163196,65.4192045859838
BEDOK NTH RD,1.32726007220341,103.940848770214,611.2050876678499,90.59112733979252
BEDOK RESERVOIR RD,1.33314106418951,103.912523538101,495.29435230005146,126.05232544195265
BEDOK RESERVOIR RD,1.33534088461813,103.91190498709,385.2368345129717,76.74873573499346
BEDOK NTH RD,1.32891558225172,103.940528728774,674.6825319817304,70.48749822210509
BEDOK RESERVOIR RD,1.33563649761465,103.913269358016,532.8348165860086,95.96882370990063
BEDOK NTH RD,1.32925881944574,103.939046430321,843.5708235980411,66.77333675723746
BEDOK NTH RD,1.33663681806047,103.918995255673,239.09415897768957,81.01118420852563
BEDOK NTH ST 3,1.33262715051315,103.928172121608,632.3538956528542,147.56368525754098
BEDOK RESERVOIR RD,1.32934898685946,103.911583237057,714.7373876175513,194.11988427223497
BEDOK NTH AVE 3,1.33340012199511,103.932519441614,358.08334597386096,109.15922239035449
BEDOK RESERVOIR RD,1.33597277354753,103.924883020541,779.6610441496169,252.21958152572589
BEDOK RESERVOIR VIEW,1.33596106828604,103.935990113555,423.62691220807386,315.4127342178806
CHAI CHEE RD,1.32727572366021,103.924803599281,682.6436696979783,30.23748765576342
BEDOK NTH RD,1.32623725322603,103.940827550178,622.5358853641635,63.41624593727269
LENGKONG TIGA,1.32405877835385,103.911303762731,382.45623190069927,157.50059541378255
BEDOK CTRL,1.32547710525716,103.934348226987,512.8654274068534,96.57662852082916
BEDOK RESERVOIR RD,1.33000183975836,103.912464022386,709.2237148193498,233.86501963826169
CHAI CHEE RD,1.32577850604228,103.922424710131,863.8530879587016,138.43867926781192
JLN DAMAI,1.33207912967501,103.908757101121,322.8468799152402,121.79194882977086
BEDOK NTH AVE 2,1.32964999532963,103.930260606366,631.2248802721234,102.1950938734059
BEDOK RESERVOIR VIEW,1.33607209475067,103.934830606324,294.66598696649834,192.99427790442437
CHAI CHEE RD,1.32430604941035,103.921625366639,929.95153389552,159.03294270655002
BEDOK RESERVOIR RD,1.33695439373089,103.928960561768,365.99440675322944,187.3814701132034
BEDOK RESERVOIR RD,1.33663699329345,103.928207774481,447.6551056689335,252.30385437229265
BEDOK CTRL,1.32485598421255,103.933519574319,404.87041155534064,137.65860061856927
BEDOK RESERVOIR RD,1.33210132151895,103.904953194958,503.4932974448093,177.18800159602452
BEDOK STH AVE 3,1.31925982986372,103.945202877473,890.5960106297193,109.26505515485373
BEDOK NTH AVE 4,1.33361429610515,103.942628254514,825.5877719181475,96.48116903919912
SIN MING RD,1.3572844410824,103.839396679952,785.8010471903752,53.03102273682523
SIN MING AVE,1.36345320627772,103.834214627275,143.05417753580448,57.01680226536143
BISHAN ST 12,1.34589493632505,103.847365252767,556.526998603597,91.36073035475496
BISHAN ST 13,1.34800341123895,103.855395747158,865.6057686968339,130.11585184292565
BISHAN ST 12,1.34706752664279,103.848063665404,419.4623246002395,107.09455888167815
BISHAN ST 13,1.34913809640172,103.852878507674,559.2617175891083,118.51701907741636
BISHAN ST 13,1.34886345078255,103.855225779214,817.3168603550849,156.76764895480326
BISHAN ST 12,1.34675059587742,103.847990168368,454.9297934176234,101.45270090020036
BISHAN ST 12,1.34791838898824,103.84875012549,331.6727561071274,41.751785170247715
BISHAN ST 22,1.35961376765045,103.842187438495,1107.434784648932,54.675097721325606
BISHAN ST 24,1.35673539047075,103.843519752733,833.1384350791453,226.83409496584292
BISHAN ST 23,1.35751189682984,103.848303415822,742.2053276140958,238.7312435299751
BISHAN ST 13,1.35020582481902,103.853049203745,549.812550492886,118.45881197492348
BRIGHT HILL DR,1.35840616993705,103.831431580561,474.67476059642337,162.13266415724144
SIN MING AVE,1.36276886630643,103.832758890176,63.10800820627784,120.86509968339978
BISHAN ST 12,1.34608831988483,103.850466820468,587.9837630886201,76.99291926200777
SHUNFU RD,1.34976942860988,103.83847650474,158.18638721586953,123.2150513988998
BISHAN ST 23,1.35729122854977,103.845845690555,761.5880513580827,104.84118514736558
BISHAN ST 12,1.34541104764477,103.852079804354,745.4605592024234,85.80617003856788
BT BATOK ST 34,1.36258323081948,103.748574945077,562.7112251551125,142.49572698904285
BT BATOK ST 51,1.35618199232172,103.751093390961,300.33997992551485,127.5317167783058
BT BATOK ST 11,1.34997305498668,103.743724852615,657.7498830451296,99.7347696404135
BT BATOK ST 51,1.35665146828264,103.751091825657,251.01662796257472,121.21463241039402
BT BATOK ST 52,1.35511516448647,103.750877888291,420.9173924802823,95.81434342266
BT BATOK ST 21,1.34681845451426,103.752496875347,408.4037740249922,80.24704292567452
BT BATOK ST 21,1.34720729813155,103.754999726682,637.1962499508187,93.50442628141192
BT BATOK EAST AVE 5,1.34848352110457,103.756300449103,751.0436744610537,144.38003380917647
BT BATOK WEST AVE 6,1.35106126001126,103.745857351625,469.9409118933672,152.62969577015497
BT BATOK ST 21,1.34719281119437,103.752217334445,358.7998877403265,86.54465161556938
BT BATOK ST 34,1.362471403915,103.750561080651,438.2700075384446,89.51970414414214
BT BATOK CTRL,1.34873337819665,103.753174278473,402.4179385908725,117.28631667190986
BT BATOK EAST AVE 5,1.34992721242157,103.75698028632,830.0793767640748,124.0763214014255
BT BATOK WEST AVE 8,1.34660733553492,103.740909286964,999.5160028156056,29.919332636994067
BT BATOK ST 11,1.34773558349504,103.743984048754,637.1732932506711,100.25908860340677
BT BATOK EAST AVE 4,1.35091259231107,103.759021061327,1071.533937784366,69.93510874264993
BT BATOK ST 31,1.36106704830424,103.750625432011,292.5293541072929,183.3529099241918
BT BATOK ST 21,1.34673392184416,103.754727840299,628.1561765052127,32.959081291400565
BT BATOK WEST AVE 8,1.3460546058333,103.742605870907,841.7439047655962,137.56747565895736
BT BATOK EAST AVE 4,1.3500084019244,103.759862833782,1142.641635421492,148.18608048311404
BT BATOK WEST AVE 6,1.35159086987043,103.74450960649,629.9726630254232,88.22343683759803
BT BATOK ST 31,1.35676942740178,103.748774260571,411.4810512584736,98.79067471943218
BT BATOK ST 25,1.34421030208672,103.759205458315,1198.236807390069,64.7719448422324
BT BATOK EAST AVE 5,1.34918269764742,103.757239164878,853.0555992654445,58.33410753526845
BT BATOK EAST AVE 5,1.35025884075015,103.756604724025,794.1324377549346,114.53085067685582
BT BATOK EAST AVE 3,1.34441149917173,103.757461511579,1017.0606226267238,95.57063034449884
BT BATOK WEST AVE 5,1.36631689866947,103.752287629198,841.223970219755,207.30774007446513
BT BATOK CTRL,1.34900647948549,103.751706683374,237.9020806106041,53.07444639947085
BT BATOK WEST AVE 6,1.34703672763612,103.744977459595,556.4146532614603,25.709644239016455
BT BATOK CTRL,1.3482223088624,103.74718849849,279.3634341625126,146.67423152219837
BT BATOK ST 21,1.34548008232168,103.74995609585,397.5525487412381,172.42534740730756
BT BATOK WEST AVE 5,1.36393942184816,103.752556035691,580.4106557910403,201.4296423386534
BT BATOK WEST AVE 5,1.36642311199961,103.752688625262,856.465794703652,252.52991881571776
BT BATOK WEST AVE 6,1.3453856199951,103.746045480153,563.7489982488823,45.29619340320405
BT BATOK ST 21,1.34667192602747,103.749383473832,263.4518059961542,151.1296049787082
BT BATOK ST 21,1.34600090748097,103.750367726623,348.8313597830898,161.8952003671577
BT BATOK WEST AVE 5,1.36585374932576,103.752728543207,794.0270228573243,237.2545997957313
BT BATOK ST 21,1.34712172862216,103.750057276189,219.52667435217737,189.89907458455983
BT BATOK WEST AVE 6,1.34600894344315,103.744423616373,663.3498417944472,117.54728364452151
BT BATOK CTRL,1.35134146122049,103.749508645854,256.6472382535999,58.07850813915528
BT BATOK ST 24,1.34326273087543,103.756531451656,1005.6159930360612,101.40029717190365
BT BATOK ST 11,1.35044171803071,103.743212010475,723.5522190428396,112.0477391778312
BT BATOK CTRL,1.3510594273469,103.747712277505,305.3131379989741,63.79222131022856
BT BATOK ST 25,1.34448980917027,103.760517162484,1318.003028829001,212.32709519741024
JLN BT HO SWEE,1.28745837020188,103.832675765986,644.3375003575009,127.31286129814916
JLN BT HO SWEE,1.28728822015938,103.831873006286,553.1202869376912,168.18735730302717
TELOK BLANGAH DR,1.27175707090153,103.809560438327,113.5678062868355,65.93853258088332
BEO CRES,1.28835977080873,103.827056911096,240.9262678644388,151.85739140233252
TELOK BLANGAH CRES,1.27691594809877,103.821818722889,1182.5663611341763,154.39297153922723
TAMAN HO SWEE,1.2880016960752,103.831614592325,548.978879715341,213.632573793342
TELOK BLANGAH RISE,1.27313105297407,103.821662863346,851.9271505732635,97.82741555749256
TELOK BLANGAH WAY,1.27436196353296,103.822184004574,991.8736488678676,108.10091030899645
JLN BT MERAH,1.27700823497374,103.828056201882,1027.8254290269224,236.53034117111835
JLN BT MERAH,1.2801894226101,103.828178445611,679.9303830506418,116.52217419775654
JLN KLINIK,1.28766976882827,103.828202949008,210.3816977378485,198.80000806553036
TELOK BLANGAH HTS,1.27483128151468,103.810941362052,472.4482164971713,180.49540647196693
TELOK BLANGAH HTS,1.27570500784019,103.812007084346,605.1533390786226,150.23573235387707
BT MERAH VIEW,1.28513427067055,103.821532226321,621.260258006617,64.3590179199774
TELOK BLANGAH DR,1.27140883340015,103.810887524155,146.09617880473033,106.9953531234717
BEO CRES,1.28852535171166,103.828458597142,304.6859902254159,226.1212554834189
INDUS RD,1.29130442807028,103.827447793798,570.3127286205174,103.44498995355006
TELOK BLANGAH DR,1.27396036035569,103.812149525435,445.4356617835333,79.33369178181913
BT MERAH VIEW,1.28458712798457,103.824360319186,345.3744479802993,107.98835666820958
BT MERAH LANE 1,1.2864588189976,103.804200246716,952.845325974206,103.2481942795549
TELOK BLANGAH ST 31,1.27349435644809,103.807229362471,413.9303541728589,92.83641023625644
MOH GUAN TER,1.28407984956888,103.830525506982,455.1317316652795,240.898887501186
MOH GUAN TER,1.28420581657007,103.831063385283,500.94270245317256,224.71986477518823
HAVELOCK RD,1.28930893190551,103.829233342268,424.9554053631569,154.2211297850222
HENDERSON CRES,1.29071799751539,103.821625207737,549.768269452024,137.24020951478846
TELOK BLANGAH CRES,1.27608072351135,103.820839521286,1181.4717590883529,145.32274708853632
HENDERSON CRES,1.28942607947152,103.822276781927,607.1731222051355,100.9568156325396
BT PURMEI RD,1.27535201369639,103.826950180582,1205.5309413296743,208.58034816961745
BT PURMEI RD,1.2733573140352,103.825345821846,978.21262056281,88.83466372060012
KIM TIAN RD,1.2811530312289,103.828856188305,596.4986509288834,134.5468077027099
DEPOT RD,1.28064950442563,103.810750913525,1106.0440082968369,167.34411352885743
JLN RUMAH TINGGI,1.28863365915922,103.809643901495,804.03802743616,47.067214440136176
DELTA AVE,1.29169833480355,103.827334523132,613.1230043475232,132.61309386129236
JLN BT MERAH,1.27883101079191,103.82772371417,822.3948217129948,182.6218355972
TELOK BLANGAH ST 31,1.27368173970143,103.806579408022,431.53571837506973,164.54479354193612
JLN MEMBINA,1.2822186913861,103.824536254761,521.0917262545696,145.95798001820447
REDHILL RD,1.28805315705423,103.815277070461,239.72676331856255,99.23780433788131
REDHILL RD,1.28838106670584,103.817391094217,146.0898090953289,44.423927781470205
HAVELOCK RD,1.29013858517146,103.828453293371,466.74677875140515,62.25317995556935
LENGKOK BAHRU,1.28727739643389,103.810963565072,698.5329655729026,72.48587966402836
JLN RUMAH TINGGI,1.28797300869683,103.808839267852,833.3738765239209,89.39921190404208
LENGKOK BAHRU,1.28707749551877,103.812705798881,534.0493615778695,88.06758294197108
TELOK BLANGAH DR,1.274636588887,103.809632802144,432.00382877510685,45.61116019088435
ZION RD,1.29065980562649,103.832608331993,795.4041762578182,82.86961596501477
DELTA AVE,1.2920752508431,103.828584077626,676.766466214362,163.95791075905217
PETIR RD,1.37494110084207,103.774856358424,420.451446631804,121.57606921906267
PENDING RD,1.37756663543382,103.770660551039,172.20870005149746,139.79748304171088
BANGKIT RD,1.3810020467136,103.774054657076,190.75914203981944,180.9934553694894
SEGAR RD,1.38804394182061,103.771067583616,166.091308859551,35.95730640033376
JELAPANG RD,1.3870334545891,103.768120654409,183.65972039667815,45.29694642935689
SENJA RD,1.38602106063185,103.762854282454,198.37836574503524,70.66656975042982
FAJAR RD,1.38031226320182,103.768073595,324.8593283334475,157.9866049478979
FAJAR RD,1.38394510110813,103.769613738594,147.443116917183,76.81073320641275
JELAPANG RD,1.38545862945551,103.765218708925,159.593821446703,110.1071006110482
SENJA RD,1.38625610118184,103.762201338577,260.6765913512998,106.05872433146064
PENDING RD,1.37599511163058,103.769766187776,167.99342823419994,53.34908814205341
PETIR RD,1.37317516532605,103.774810614456,513.6052483923173,100.46914215226164
SEGAR RD,1.38823731294211,103.772144523474,287.72107361294775,85.91206263847316
BT PANJANG RING RD,1.37856756097104,103.770647361863,274.81122484658613,96.54949072895648
BT PANJANG RING RD,1.38294179147406,103.763248348163,101.80090129741606,107.33290387792312
JELAPANG RD,1.3873519377776,103.767041821055,288.01008085178444,64.18015741625749
PETIR RD,1.37490882252027,103.773547827473,287.98411986773726,117.56284735814444
PETIR RD,1.37446597954509,103.773606267573,319.69599891349213,115.23316998424431
JELAPANG RD,1.38803622153251,103.766707751932,286.3998918783763,87.29119230651587
SENJA LINK,1.38744862342634,103.763847246671,110.42058221279368,119.83779612510064
SENJA RD,1.38624340292657,103.76183758098,300.70680272440245,82.48882779894495
SENJA RD,1.38652802373559,103.759278980746,547.5093932419621,47.05844025417279
SEGAR RD,1.38729105122449,103.770822142944,146.1743570492738,121.18684395644271
LOMPANG RD,1.37924529892586,103.765881569885,187.8682763579856,102.37769780541248
FAJAR RD,1.38431966142748,103.768865859999,217.11283871157943,152.6557417666916
SEGAR RD,1.38840059034957,103.771882173939,263.31228196615785,57.3148355770364
PETIR RD,1.37550299063609,103.768952438105,267.2910976189457,49.57499993752652
GANGSA RD,1.3752246947281,103.765922512219,292.84014991811745,251.36166304930907
BT PANJANG RING RD,1.38372140816294,103.763127776187,142.2761491798787,132.06118270525002
FAJAR RD,1.38055432084398,103.768730366658,386.9404206242224,87.96673100999828
BT PANJANG RING RD,1.38007208808669,103.771833647326,90.84491442245267,54.48555148158742
BT PANJANG RING RD,1.38436672930183,103.762046231912,189.576901105775,109.2132935826602
SENJA RD,1.38784692769514,103.764249296909,130.29333907380484,113.6400114985652
JELAPANG RD,1.38422183055836,103.763766919593,230.51104664630864,118.55471879362015
GANGSA RD,1.37481680083006,103.765109335954,369.4055527915112,283.32521415729656
LOMPANG RD,1.38021544120199,103.766302173684,277.1232984959387,41.38450286394813
LOMPANG RD,1.38038712496611,103.76535460069,327.58576302171736,105.03191828022194
SENJA RD,1.38129574701623,103.761571341904,178.72354489132675,76.94210611817783
SENJA LINK,1.38691070954118,103.763310183378,134.62933857084664,41.44155732716013
PENDING RD,1.3753466349656,103.770955400333,95.20252467670208,112.97882606730307
PETIR RD,1.37712962824254,103.766171200009,88.46096084962306,84.87818480304723
TOH YI DR,1.3385120672333,103.774569823527,330.76698683514775,191.73099624190328
FARRER RD,1.31655990980042,103.807288102167,110.78238943563984,77.27497773566672
TOH YI DR,1.33931085810035,103.772051477646,467.2556329431111,124.05041754680296
JLN KUKOH,1.2876742577682,103.838857901085,627.5493650581918,119.55069225930072
ROWELL RD,1.30743547948389,103.854713903431,241.33145139485967,185.69130416510168
WATERLOO ST,1.29900941828595,103.852284903161,211.9036702927761,65.82499523631448
NEW MKT RD,1.28485860802646,103.842578771054,109.38900027149676,100.50261063090872
TG PAGAR PLAZA,1.27624052001347,103.843006115698,319.2585826935843,104.354584832452
QUEEN ST,1.30093267323152,103.853991004773,197.65690337485395,112.07497495132552
BAIN ST,1.29685311080014,103.853347534791,297.9457182782286,42.34494570404624
CANTONMENT RD,1.27744909387079,103.841666679651,477.8998715341485,107.31509135480644
CANTONMENT RD,1.27598699469414,103.841191762017,522.8118408096891,52.47023826607357
CANTONMENT RD,1.27779940676005,103.841403430465,474.1389069680737,60.68407338018116
TECK WHYE LANE,1.37787904560638,103.752103670331,222.7367050918227,124.42399891887976
TECK WHYE LANE,1.37850799248774,103.750707442454,183.93443726564132,97.20128959241984
CHOA CHU KANG AVE 4,1.37782264943043,103.735012354055,1175.3813351537394,97.83482335164858
TECK WHYE LANE,1.37830357075531,103.750108106647,121.646260336136,120.8126036989109
CHOA CHU KANG AVE 3,1.38012964850802,103.738888788773,712.0227643782905,79.31282705603945
CHOA CHU KANG CRES,1.40067815960728,103.751377169268,563.1247087516928,57.521495898626505
TECK WHYE LANE,1.37893677955462,103.751182368998,239.3258748317501,140.66967860364542
CHOA CHU KANG AVE 4,1.38225681754484,103.740957419462,492.02916347768263,112.84923805505586
CHOA CHU KANG CRES,1.40333610825505,103.745131655848,692.7914744082914,104.74674263869464
CHOA CHU KANG ST 54,1.39426765794686,103.749319274696,421.0380389152364,203.73054414420903
CHOA CHU KANG CTRL,1.38065374945261,103.746367289377,125.91858881720424,171.2796880464138
CHOA CHU KANG CTRL,1.3794475026281,103.748287395227,126.94024794429852,81.3341252409007
JLN TECK WHYE,1.37918786548209,103.756782882659,152.80380582493945,49.6648946858592
CHOA CHU KANG AVE 4,1.38334049587446,103.742083284398,321.06572178788673,44.36677087741429
CHOA CHU KANG AVE 4,1.38216660471552,103.742248296899,392.1812466814546,63.722018177680376
CHOA CHU KANG CTRL,1.37944877151316,103.747548438263,192.13580533837572,24.141674762792913
CHOA CHU KANG AVE 4,1.3820241469387,103.740310723833,565.9063687107302,154.844517926557
CHOA CHU KANG ST 62,1.39914640891261,103.747205206781,180.5512702630099,119.45445779300772
CHOA CHU KANG CRES,1.40044599472035,103.749872437775,424.2613815687311,37.57969424517432
CHOA CHU KANG AVE 4,1.38237300282948,103.741352257872,449.0896494850526,110.35208869146572
CHOA CHU KANG ST 62,1.39846759912749,103.744645761889,323.78925312712556,145.48609033884722
CHOA CHU KANG AVE 3,1.38180972459048,103.742381573149,364.55903605289046,83.0523080910976
CHOA CHU KANG NTH 6,1.39737094150025,103.749602912203,244.9915826330802,111.37212388166152
CHOA CHU KANG CTRL,1.38213707062575,103.743397513845,293.50742297164425,57.5971392297524
CHOA CHU KANG AVE 4,1.37997802767876,103.73490597126,1155.0655327305687,228.88061173651604
CHOA CHU KANG DR,1.40298901385209,103.750320068403,687.594374711866,39.69392147900815
CHOA CHU KANG CRES,1.4002092135442,103.751271374918,522.6207305956482,70.84394508742291
CHOA CHU KANG DR,1.40313482841143,103.749793059631,676.8909041950394,49.61082024577309
CHOA CHU KANG NTH 5,1.39302712654645,103.747272500906,501.4713589337849,128.0494899915497
CHOA CHU KANG ST 52,1.39371737606695,103.743762503939,586.6533719883847,59.15976938082191
CHOA CHU KANG CRES,1.40277627634375,103.751539941559,742.24076211817,109.4952605327611
CHOA CHU KANG AVE 3,1.37856931410449,103.738475704352,781.7057454579249,53.1427140150871
CHOA CHU KANG AVE 2,1.37900459646071,103.745926026056,160.19963977642672,182.0425507343168
CHOA CHU KANG ST 62,1.39832082870875,103.745878081637,190.9168393008244,73.87093701266728
CHOA CHU KANG NTH 6,1.39587445047224,103.749162518106,268.80939652790767,43.349796478307134
CHOA CHU KANG CRES,1.4025550181861,103.748021726542,562.3912239421843,82.37113566883906
CHOA CHU KANG AVE 2,1.37684772581631,103.741509048162,569.2409597816899,73.2731930094093
CHOA CHU KANG ST 62,1.39817542038448,103.744673993982,311.8357368957333,118.73463851165982
CHOA CHU KANG CRES,1.40198475097106,103.750788391041,621.4976554372822,85.87972134770834
TECK WHYE LANE,1.37788964623982,103.754239909547,146.26370749531492,99.25273300078987
CLEMENTI WEST ST 2,1.30315360303876,103.761943675943,1364.1785474571705,125.49045643602416
WEST COAST RD,1.30726692567512,103.761107748856,973.5432945309194,90.65656920945034
CLEMENTI WEST ST 1,1.30423592481834,103.76785339614,1225.214026580968,179.592510724865
CLEMENTI AVE 4,1.31912618587195,103.766983653394,500.2536934290769,137.68270823744297
CLEMENTI AVE 5,1.31701655142406,103.770055178868,576.3136401016379,164.17529743740147
CLEMENTI ST 11,1.32198067655559,103.770776117357,990.518835088994,33.97969309366135
CLEMENTI AVE 5,1.31966316716168,103.769139839665,675.6117673709552,225.4117849119764
CLEMENTI AVE 2,1.31535006995344,103.770861377512,619.921677551548,131.0008248544135
