postal_code,Description_clean
641750,Attributes BLK_NO 750A  ST_COD JUS17T  ENTITYID 9061  POSTAL_COD 641750  INC_CRC D0F119A9B8453E6C  FMEL_UPD_D 20130426120341 
760167,Attributes BLK_NO 167  ST_COD YIR00Z  ENTITYID 1182  POSTAL_COD 760167  INC_CRC 2D10BC6F1DAA5B9E  FMEL_UPD_D 20130426120255 
561260,Attributes BLK_NO 260A  ST_COD ANS04R  ENTITYID 11051189  POSTAL_COD 561260  INC_CRC C4BD10F0FA52114A  FMEL_UPD_D 20200903125633 
563260,Attributes BLK_NO 260C  ST_COD ANS04R  ENTITYID 11051190  POSTAL_COD 563260  INC_CRC 42B1AE72008F9E53  FMEL_UPD_D 20200903125633 
560260,Attributes BLK_NO 260  ST_COD ANS04R  ENTITYID 11051191  POSTAL_COD 560260  INC_CRC 76AA55FF95A37DBD  FMEL_UPD_D 20200903125633 
272023,Attributes BLK_NO 23A  ST_COD GHL00P  ENTITYID 11050646  POSTAL_COD 272023  INC_CRC 76EF6116EFC7D23E  FMEL_UPD_D 20200506182425 
750107,Attributes BLK_NO 107  ST_COD CAS15J  ENTITYID 11050795  POSTAL_COD 750107  INC_CRC 428CE1EB717D1BB0  FMEL_UPD_D 20200702144226 
470760,Attributes BLK_NO 760  ST_COD BEV00N  ENTITYID 4084  POSTAL_COD 470760  INC_CRC FBF7E9F9900BE898  FMEL_UPD_D 20130426120240 
520610,Attributes BLK_NO 610  ST_COD TAD08A  ENTITYID 12104  POSTAL_COD 520610  INC_CRC 9898ECC3604C2835  FMEL_UPD_D 20200506182425 
342115,Attributes BLK_NO 115B  ST_COD ALC04L  ENTITYID 12175  POSTAL_COD 342115  INC_CRC 0D1FC762CF5C2C9D  FMEL_UPD_D 20200506182425 
682805,Attributes BLK_NO 805B  ST_COD KEC11X  ENTITYID 6101  POSTAL_COD 682805  INC_CRC 92B84AE3CB533471  FMEL_UPD_D 20160331101333 
610337,Attributes BLK_NO 337  ST_COD TAC00N  ENTITYID 5491  POSTAL_COD 610337  INC_CRC FD9CAE96448F2B4D  FMEL_UPD_D 20130426120256 
820256,Attributes BLK_NO 256  ST_COD SUW06A  ENTITYID 10216  POSTAL_COD 820256  INC_CRC 4660EC3840D54252  FMEL_UPD_D 20150731152632 
470626,Attributes BLK_NO 626  ST_COD BER00B  ENTITYID 970  POSTAL_COD 470626  INC_CRC 0BD645A89F69D2E0  FMEL_UPD_D 20140725100430 
461114,Attributes BLK_NO 114A  ST_COD BES01K  ENTITYID 4467  POSTAL_COD 461114  INC_CRC F14765092F8B8B37  FMEL_UPD_D 20130426120248 
640402,Attributes BLK_NO 402  ST_COD JUS10Y  ENTITYID 900  POSTAL_COD 640402  INC_CRC 1C9A7E350967A1EF  FMEL_UPD_D 20130426120335 
470725,Attributes BLK_NO 725  ST_COD BER00B  ENTITYID 11053589  POSTAL_COD 470725  INC_CRC 6F7D84B694969371  FMEL_UPD_D 20230207125419 
650133,Attributes BLK_NO 133  ST_COD BUA13S  ENTITYID 3609  POSTAL_COD 650133  INC_CRC D1DFCE11A1F8D9AB  FMEL_UPD_D 20130426120237 
650541,Attributes BLK_NO 541  ST_COD BUS14E  ENTITYID 7220  POSTAL_COD 650541  INC_CRC 78A40D905E930DC8  FMEL_UPD_D 20130426120316 
543202,Attributes BLK_NO 202C  ST_COD SEE05U  ENTITYID 8550  POSTAL_COD 543202  INC_CRC BC98FAD6191898A7  FMEL_UPD_D 20130426120334 
820305,Attributes BLK_NO 305  ST_COD PUN03D  ENTITYID 9864  POSTAL_COD 820305  INC_CRC CE9F53FE8B3E24FE  FMEL_UPD_D 20130426120343 
565226,Attributes BLK_NO 226E  ST_COD ANA02E  ENTITYID 5913  POSTAL_COD 565226  INC_CRC F9D841D0E1CB5B54  FMEL_UPD_D 20130426120259 
410114,Attributes BLK_NO 114  ST_COD LET03Z  ENTITYID 6430  POSTAL_COD 410114  INC_CRC 027E86288E23437E  FMEL_UPD_D 20130426120305 
510566,Attributes BLK_NO 566  ST_COD PAS22U  ENTITYID 7696  POSTAL_COD 510566  INC_CRC 042AADB427FCE5C0  FMEL_UPD_D 20130426120322 
510713,Attributes BLK_NO 713  ST_COD PAS24W  ENTITYID 6235  POSTAL_COD 510713  INC_CRC 1B6F845DFE10F08A  FMEL_UPD_D 20130426120303 
521646,Attributes BLK_NO 646A  ST_COD TAS25T  ENTITYID 12756  POSTAL_COD 521646  INC_CRC EC277C88E565A21C  FMEL_UPD_D 20230207125419 
641654,Attributes BLK_NO 654A  ST_COD JUS22J  ENTITYID 7252  POSTAL_COD 641654  INC_CRC 7671E89203EAA6B5  FMEL_UPD_D 20130426120317 
460109,Attributes BLK_NO 109  ST_COD BEN00L  ENTITYID 7654  POSTAL_COD 460109  INC_CRC 2976D694D96F193A  FMEL_UPD_D 20130426120323 
431002,Attributes BLK_NO 2  ST_COD BAT08G  ENTITYID 3082  POSTAL_COD 431002  INC_CRC 4C90C39A317EC610  FMEL_UPD_D 20130426120227 
510130,Attributes BLK_NO 130  ST_COD PAS18R  ENTITYID 7210  POSTAL_COD 510130  INC_CRC A956910C934AA0CC  FMEL_UPD_D 20130426120317 
522497,Attributes BLK_NO 497C  ST_COD TAS23F  ENTITYID 4959  POSTAL_COD 522497  INC_CRC 916F79A14833C475  FMEL_UPD_D 20130426120247 
380097,Attributes BLK_NO 97  ST_COD ALC02U  ENTITYID 1010  POSTAL_COD 380097  INC_CRC A8CCCA3F28FD9505  FMEL_UPD_D 20140523145734 
210009,Attributes BLK_NO 9  ST_COD GLO00W  ENTITYID 2955  POSTAL_COD 210009  INC_CRC 9749B2144088031A  FMEL_UPD_D 20130426120230 
519223,Attributes BLK_NO 16  ST_COD PAH04B  ENTITYID 4039  POSTAL_COD 519223  INC_CRC B912B9E348501AF4  FMEL_UPD_D 20130426120239 
140021,Attributes BLK_NO 21  ST_COD QUC01C  ENTITYID 5503  POSTAL_COD 140021  INC_CRC 192067775B264D8A  FMEL_UPD_D 20130426120300 
520447,Attributes BLK_NO 447  ST_COD TAS20C  ENTITYID 3430  POSTAL_COD 520447  INC_CRC 6DFA8120EE546FD3  FMEL_UPD_D 20130426120235 
520230,Attributes BLK_NO 230  ST_COD SIS07L  ENTITYID 10579  POSTAL_COD 520230  INC_CRC E3A2ADBE431FBB73  FMEL_UPD_D 20130426120346 
350124,Attributes BLK_NO 124  ST_COD POA04Y  ENTITYID 1729  POSTAL_COD 350124  INC_CRC 9E7B9895905A77DE  FMEL_UPD_D 20140325183042 
820649,Attributes BLK_NO 649  ST_COD PUC09U  ENTITYID 5507  POSTAL_COD 820649  INC_CRC 013CA38891B38A45  FMEL_UPD_D 20130426120259 
600278,Attributes BLK_NO 278  ST_COD TOG02Q  ENTITYID 8778  POSTAL_COD 600278  INC_CRC 9E6CB6256BD7A778  FMEL_UPD_D 20130426120335 
731421,Attributes BLK_NO 421A  ST_COD WOS04F  ENTITYID 260  POSTAL_COD 731421  INC_CRC A13CFD68B4104241  FMEL_UPD_D 20130426120323 
350132,Attributes BLK_NO 132  ST_COD POA04Y  ENTITYID 2168  POSTAL_COD 350132  INC_CRC 258B5FA354721F58  FMEL_UPD_D 20140325183042 
310214,Attributes BLK_NO 214  ST_COD TOP10F  ENTITYID 3513  POSTAL_COD 310214  INC_CRC 07DDAD269FA0B88A  FMEL_UPD_D 20130426120234 
750511,Attributes BLK_NO 511  ST_COD CAN02U  ENTITYID 733  POSTAL_COD 750511  INC_CRC 25BA756E2FBEFF47  FMEL_UPD_D 20130426120340 
682685,Attributes BLK_NO 685B  ST_COD CHC17Y  ENTITYID 11707  POSTAL_COD 682685  INC_CRC CB0FB8DF7FF12E14  FMEL_UPD_D 20130426120256 
730789,Attributes BLK_NO 789  ST_COD WOA12P  ENTITYID 2027  POSTAL_COD 730789  INC_CRC 9218CEF912753EE7  FMEL_UPD_D 20130426120336 
681135,Attributes BLK_NO 135A  ST_COD TEL13D  ENTITYID 10319  POSTAL_COD 681135  INC_CRC 1F1D9961D89CA22F  FMEL_UPD_D 20130426120333 
650177,Attributes BLK_NO 177  ST_COD BUA15B  ENTITYID 4176  POSTAL_COD 650177  INC_CRC EA214DCC72C3FA2E  FMEL_UPD_D 20130426120238 
441044,Attributes BLK_NO 44A  ST_COD MAC11X  ENTITYID 8060  POSTAL_COD 441044  INC_CRC D4CD3CBA809369DC  FMEL_UPD_D 20130426120329 
163010,Attributes BLK_NO 10A  ST_COD KUK00J  ENTITYID 5002  POSTAL_COD 163010  INC_CRC 91FBFCBDE9575942  FMEL_UPD_D 20130426120251 
791417,Attributes BLK_NO 417A  ST_COD FEL02Q  ENTITYID 11050697  POSTAL_COD 791417  INC_CRC 8550A46487B0BA36  FMEL_UPD_D 20200702144226 
730503,Attributes BLK_NO 503  ST_COD WOD06X  ENTITYID 11251  POSTAL_COD 730503  INC_CRC E6FB5513436D4509  FMEL_UPD_D 20130426120312 
522622,Attributes BLK_NO 622B  ST_COD TAA29A  ENTITYID 11051997  POSTAL_COD 522622  INC_CRC 95FB3F6922281487  FMEL_UPD_D 20210831102657 
640751,Attributes BLK_NO 751  ST_COD JUS17T  ENTITYID 9152  POSTAL_COD 640751  INC_CRC A38FBBEA2DAB7945  FMEL_UPD_D 20130426120340 
753468,Attributes BLK_NO 468C  ST_COD ADD01P  ENTITYID 480  POSTAL_COD 753468  INC_CRC C3C09821443C6308  FMEL_UPD_D 20130426120216 
521102,Attributes BLK_NO 102  ST_COD TAS12R  ENTITYID 1017  POSTAL_COD 521102  INC_CRC E65A0B91986904A2  FMEL_UPD_D 20140523145734 
510772,Attributes BLK_NO 772  ST_COD PAS23E  ENTITYID 5860  POSTAL_COD 510772  INC_CRC AD4696DFC94183F7  FMEL_UPD_D 20130426120259 
650293,Attributes BLK_NO 293  ST_COD BUS03F  ENTITYID 1007  POSTAL_COD 650293  INC_CRC 0D44F791BDE557C0  FMEL_UPD_D 20171003103222 
541121,Attributes BLK_NO 121A  ST_COD RID02A  ENTITYID 5343  POSTAL_COD 541121  INC_CRC E53B26A6CFB1663B  FMEL_UPD_D 20130426120253 
730722,Attributes BLK_NO 722  ST_COD WOA12P  ENTITYID 11182  POSTAL_COD 730722  INC_CRC 602618A2EDB2AFFC  FMEL_UPD_D 20130426120325 
731886,Attributes BLK_NO 886A  ST_COD WOD04K  ENTITYID 13192  POSTAL_COD 731886  INC_CRC B04B9F299C417155  FMEL_UPD_D 20191013184324 
462186,Attributes BLK_NO 186B  ST_COD BES03D  ENTITYID 10434  POSTAL_COD 462186  INC_CRC 4FF17B0193A3C634  FMEL_UPD_D 20180206153019 
180270,Attributes BLK_NO 270  ST_COD QUS00Z  ENTITYID 10847  POSTAL_COD 180270  INC_CRC 2FB3EE62E81124FE  FMEL_UPD_D 20190806121923 
750422,Attributes BLK_NO 422  ST_COD CAN02U  ENTITYID 376  POSTAL_COD 750422  INC_CRC 134B1EB95B14D822  FMEL_UPD_D 20130426120225 
091014,Attributes BLK_NO 14A  ST_COD TEC01D  ENTITYID 7124  POSTAL_COD 091014  INC_CRC 78B08FAA677E9801  FMEL_UPD_D 20130426120319 
143091,Attributes BLK_NO 91A  ST_COD TAH03D  ENTITYID 6404  POSTAL_COD 143091  INC_CRC 830723DC46C110DC  FMEL_UPD_D 20130426120309 
461012,Attributes BLK_NO 12A  ST_COD BES05G  ENTITYID 10158  POSTAL_COD 461012  INC_CRC ADCD4C0610BA0F9C  FMEL_UPD_D 20130426120344 
400025,Attributes BLK_NO 25  ST_COD EUC01D  ENTITYID 3733  POSTAL_COD 400025  INC_CRC 7CBA7F17843B782A  FMEL_UPD_D 20130426120240 
520108,Attributes BLK_NO 108  ST_COD SIS04J  ENTITYID 10139  POSTAL_COD 520108  INC_CRC E17335892BD09204  FMEL_UPD_D 20130426120344 
470613,Attributes BLK_NO 613  ST_COD BER00B  ENTITYID 11215  POSTAL_COD 470613  INC_CRC 1205F768EABC2194  FMEL_UPD_D 20140725100430 
380052,Attributes BLK_NO 52  ST_COD SIP07N  ENTITYID 8786  POSTAL_COD 380052  INC_CRC B8CD65A7FE5F9A20  FMEL_UPD_D 20130426120338 
670104,Attributes BLK_NO 104  ST_COD GAN01N  ENTITYID 4827  POSTAL_COD 670104  INC_CRC F71B976F36B2F879  FMEL_UPD_D 20130426120254 
731588,Attributes BLK_NO 588A  ST_COD WOD07M  ENTITYID 2397  POSTAL_COD 731588  INC_CRC 58A0258F74DEA863  FMEL_UPD_D 20130426120251 
680101,Attributes BLK_NO 101  ST_COD TEL13D  ENTITYID 10469  POSTAL_COD 680101  INC_CRC FBD44AFE7CB6A3EE  FMEL_UPD_D 20130426120234 
460204,Attributes BLK_NO 204  ST_COD BES00D  ENTITYID 10339  POSTAL_COD 460204  INC_CRC 84D64128C958139C  FMEL_UPD_D 20130426120345 
141023,Attributes BLK_NO 23B  ST_COD QUC01C  ENTITYID 6585  POSTAL_COD 141023  INC_CRC CC816FD3C9D364D8  FMEL_UPD_D 20130426120311 
530357,Attributes BLK_NO 357  ST_COD HOA10D  ENTITYID 5335  POSTAL_COD 530357  INC_CRC EE40080621061287  FMEL_UPD_D 20130426120254 
680607,Attributes BLK_NO 607  ST_COD CHS28W  ENTITYID 11350  POSTAL_COD 680607  INC_CRC C1660AA0D0D4146D  FMEL_UPD_D 20130426120214 
161056,Attributes BLK_NO 56  ST_COD HAV00N  ENTITYID 7288  POSTAL_COD 161056  INC_CRC 9C0046A6C3989966  FMEL_UPD_D 20130426120321 
150069,Attributes BLK_NO 69  ST_COD REC01B  ENTITYID 8755  POSTAL_COD 150069  INC_CRC C5E59A0201ED6AA2  FMEL_UPD_D 20130426120334 
760664,Attributes BLK_NO 664  ST_COD YIA04Q  ENTITYID 1653  POSTAL_COD 760664  INC_CRC DA7575357939BB42  FMEL_UPD_D 20130426120216 
310011,Attributes BLK_NO 11  ST_COD TOP10F  ENTITYID 4486  POSTAL_COD 310011  INC_CRC D18618A4AD1A60AF  FMEL_UPD_D 20130426120246 
641702,Attributes BLK_NO 702A  ST_COD JUS18J  ENTITYID 2751  POSTAL_COD 641702  INC_CRC 0E6B8967F450EF39  FMEL_UPD_D 20130426120225 
440075,Attributes BLK_NO 75  ST_COD MAD06N  ENTITYID 11052893  POSTAL_COD 440075  INC_CRC CAE33F52DDAA4384  FMEL_UPD_D 20220922102934 
730763,Attributes BLK_NO 763  ST_COD WOA12P  ENTITYID 9378  POSTAL_COD 730763  INC_CRC AB10269AEE7CCEA2  FMEL_UPD_D 20130426120327 
520456,Attributes BLK_NO 456  ST_COD TAS20C  ENTITYID 8136  POSTAL_COD 520456  INC_CRC D7EE218AC12D05CA  FMEL_UPD_D 20130426120328 
730140,Attributes BLK_NO 140  ST_COD MAR20D  ENTITYID 273  POSTAL_COD 730140  INC_CRC 193B4EB54A25E623  FMEL_UPD_D 20130426120235 
120326,Attributes BLK_NO 326  ST_COD CLA08B  ENTITYID 6482  POSTAL_COD 120326  INC_CRC D77F037ED51C5180  FMEL_UPD_D 20130426120307 
543338,Attributes BLK_NO 338C  ST_COD ANC05U  ENTITYID 11051712  POSTAL_COD 543338  INC_CRC 9062A2D252D52867  FMEL_UPD_D 20210509193757 
550328,Attributes BLK_NO 328  ST_COD SEA12Y  ENTITYID 9672  POSTAL_COD 550328  INC_CRC BB5B876A2028B915  FMEL_UPD_D 20130426120342 
542315,Attributes BLK_NO 315B  ST_COD ANC04Y  ENTITYID 8597  POSTAL_COD 542315  INC_CRC 43A5C171CEC6815B  FMEL_UPD_D 20130426120337 
122440,Attributes BLK_NO 440B  ST_COD CLA06H  ENTITYID 11052249  POSTAL_COD 122440  INC_CRC 6EFAE40EBB956CB8  FMEL_UPD_D 20211108105656 
730028,Attributes BLK_NO 28  ST_COD MAD07G  ENTITYID 9519  POSTAL_COD 730028  INC_CRC 3273AD831BE99B1F  FMEL_UPD_D 20130426120336 
410649,Attributes BLK_NO 649  ST_COD TEN00H  ENTITYID 605  POSTAL_COD 410649  INC_CRC ED1B9D1CD5C2637B  FMEL_UPD_D 20130426120217 
670218,Attributes BLK_NO 218  ST_COD PET10G  ENTITYID 9458  POSTAL_COD 670218  INC_CRC 3CEBD39E3592F0F0  FMEL_UPD_D 20130426120251 
431010,Attributes BLK_NO 10  ST_COD BAT08G  ENTITYID 7025  POSTAL_COD 431010  INC_CRC 180F964025081004  FMEL_UPD_D 20130426120317 
640511,Attributes BLK_NO 511  ST_COD JUS12Y  ENTITYID 11945  POSTAL_COD 640511  INC_CRC EECDEB36E4060D45  FMEL_UPD_D 20151130190131 
527497,Attributes BLK_NO 497J  ST_COD TAS23F  ENTITYID 5978  POSTAL_COD 527497  INC_CRC 09DDDE8B10E53AEC  FMEL_UPD_D 20130426120300 
100079,Attributes BLK_NO 79  ST_COD TED00T  ENTITYID 11802  POSTAL_COD 100079  INC_CRC DB20B5EF9F83B621  FMEL_UPD_D 20151001185830 
530506,Attributes BLK_NO 506  ST_COD HOA11S  ENTITYID 189  POSTAL_COD 530506  INC_CRC B5D1229775D30B54  FMEL_UPD_D 20130426120215 
570446,Attributes BLK_NO 446  ST_COD BRD01K  ENTITYID 4306  POSTAL_COD 570446  INC_CRC BBDB8C07B6F05CEC  FMEL_UPD_D 20130426120243 
641665,Attributes BLK_NO 665A  ST_COD JUS25R  ENTITYID 4791  POSTAL_COD 641665  INC_CRC 80757896864E055A  FMEL_UPD_D 20130426120252 
523890,Attributes BLK_NO 890C  ST_COD TAA06N  ENTITYID 9946  POSTAL_COD 523890  INC_CRC 1C5FFB095EF565E5  FMEL_UPD_D 20140929105030 
460206,Attributes BLK_NO 206  ST_COD BES00D  ENTITYID 10329  POSTAL_COD 460206  INC_CRC D67A13B2CCFAB9A6  FMEL_UPD_D 20130426120346 
370031,Attributes BLK_NO 31  ST_COD BAL03N  ENTITYID 6647  POSTAL_COD 370031  INC_CRC 300EB06658636B72  FMEL_UPD_D 20150529170631 
510740,Attributes BLK_NO 740  ST_COD PAS23E  ENTITYID 3344  POSTAL_COD 510740  INC_CRC 6C91B6B53BABC5C1  FMEL_UPD_D 20130426120235 
670438,Attributes BLK_NO 438  ST_COD FAJ00N  ENTITYID 4862  POSTAL_COD 670438  INC_CRC 1E7F6AA111ECB147  FMEL_UPD_D 20130426120230 
730873,Attributes BLK_NO 873  ST_COD WOS05J  ENTITYID 2928  POSTAL_COD 730873  INC_CRC 65A9A7201F5952AE  FMEL_UPD_D 20130426120230 
521234,Attributes BLK_NO 234  ST_COD TAS14R  ENTITYID 9911  POSTAL_COD 521234  INC_CRC 4C1BD4F51F6C9919  FMEL_UPD_D 20130426120343 
560256,Attributes BLK_NO 256  ST_COD ANA06H  ENTITYID 6027  POSTAL_COD 560256  INC_CRC C9901E069A480D76  FMEL_UPD_D 20130426120307 
460007,Attributes BLK_NO 7  ST_COD BEA10U  ENTITYID 9364  POSTAL_COD 460007  INC_CRC 68E8A4538CF6260D  FMEL_UPD_D 20130426120340 
541256,Attributes BLK_NO 256A  ST_COD COM00A  ENTITYID 8159  POSTAL_COD 541256  INC_CRC 94C35EFA7D279FC0  FMEL_UPD_D 20130426120329 
730003,Attributes BLK_NO 3  ST_COD MAR20D  ENTITYID 246  POSTAL_COD 730003  INC_CRC 916B8B4C6BCDA75E  FMEL_UPD_D 20130426120302 
510574,Attributes BLK_NO 574  ST_COD PAS26M  ENTITYID 2745  POSTAL_COD 510574  INC_CRC 172485357EBB8319  FMEL_UPD_D 20150731152632 
270006,Attributes BLK_NO 6  ST_COD GHM00D  ENTITYID 3287  POSTAL_COD 270006  INC_CRC 38E8782C2D7B79F7  FMEL_UPD_D 20130426120234 
362207,Attributes BLK_NO 207B  ST_COD WOL05S  ENTITYID 12230  POSTAL_COD 362207  INC_CRC 184CDAE7B6008203  FMEL_UPD_D 20230207125419 
640965,Attributes BLK_NO 965  ST_COD JUS15T  ENTITYID 7633  POSTAL_COD 640965  INC_CRC D6FB4874C87B5A96  FMEL_UPD_D 20130426120322 
570178,Attributes BLK_NO 178  ST_COD BIS06N  ENTITYID 12582  POSTAL_COD 570178  INC_CRC 22AA682997A28DB7  FMEL_UPD_D 20160930094741 
560459,Attributes BLK_NO 459  ST_COD ANA03L  ENTITYID 10143  POSTAL_COD 560459  INC_CRC ABDB80290CB0921C  FMEL_UPD_D 20130426120344 
310056,Attributes BLK_NO 56  ST_COD TOP06M  ENTITYID 4271  POSTAL_COD 310056  INC_CRC 53D0B01E072C7251  FMEL_UPD_D 20130426120243 
760768,Attributes BLK_NO 768  ST_COD YIA03D  ENTITYID 1524  POSTAL_COD 760768  INC_CRC 67620D7FFFC886DA  FMEL_UPD_D 20130426120316 
540247,Attributes BLK_NO 247  ST_COD COM00A  ENTITYID 93  POSTAL_COD 540247  INC_CRC AFF0950E37C6A471  FMEL_UPD_D 20130426120214 
190462,Attributes BLK_NO 462  ST_COD CRL00Q  ENTITYID 8417  POSTAL_COD 190462  INC_CRC 9BCB5F7362A331F8  FMEL_UPD_D 20130426120332 
521233,Attributes BLK_NO 233  ST_COD TAS14R  ENTITYID 9906  POSTAL_COD 521233  INC_CRC E6A24FA48864E8DF  FMEL_UPD_D 20130426120343 
640720,Attributes BLK_NO 720  ST_COD JUA02D  ENTITYID 9095  POSTAL_COD 640720  INC_CRC 6656E1138FB7825F  FMEL_UPD_D 20130426120340 
823613,Attributes BLK_NO 613C  ST_COD PUD06M  ENTITYID 9932  POSTAL_COD 823613  INC_CRC 4659CD664B38F6E5  FMEL_UPD_D 20130426120343 
120514,Attributes BLK_NO 514  ST_COD WEC01D  ENTITYID 12409  POSTAL_COD 120514  INC_CRC 1B1A122DA4052124  FMEL_UPD_D 20160729143834 
760824,Attributes BLK_NO 824  ST_COD YIS07F  ENTITYID 1928  POSTAL_COD 760824  INC_CRC D3B31F6EBDACF6DA  FMEL_UPD_D 20151130190131 
640494,Attributes BLK_NO 494  ST_COD JUS09H  ENTITYID 12182  POSTAL_COD 640494  INC_CRC 6D943719A62D000F  FMEL_UPD_D 20130426120259 
510407,Attributes BLK_NO 407  ST_COD PAD06N  ENTITYID 12125  POSTAL_COD 510407  INC_CRC 39C021E7C45153CA  FMEL_UPD_D 20151001185830 
520277,Attributes BLK_NO 277  ST_COD TAS15G  ENTITYID 5985  POSTAL_COD 520277  INC_CRC 7065D153A486AF34  FMEL_UPD_D 20130426120302 
521487,Attributes BLK_NO 487B  ST_COD TAS23F  ENTITYID 11741  POSTAL_COD 521487  INC_CRC 93829AB5FC197566  FMEL_UPD_D 20160202094942 
670529,Attributes BLK_NO 529  ST_COD JEL03J  ENTITYID 3540  POSTAL_COD 670529  INC_CRC F11B1291FF9BC37B  FMEL_UPD_D 20130426120333 
650405,Attributes BLK_NO 405  ST_COD BUA14A  ENTITYID 5690  POSTAL_COD 650405  INC_CRC 933E72C6A3D32374  FMEL_UPD_D 20130426120255 
570172,Attributes BLK_NO 172  ST_COD BIS06N  ENTITYID 12276  POSTAL_COD 570172  INC_CRC C7376DBC373B9C86  FMEL_UPD_D 20160930094741 
821315,Attributes BLK_NO 315A  ST_COD PUW00T  ENTITYID 10321  POSTAL_COD 821315  INC_CRC 51F595E56D635557  FMEL_UPD_D 20171101122056 
510415,Attributes BLK_NO 415  ST_COD PAD06N  ENTITYID 12171  POSTAL_COD 510415  INC_CRC 0B135EE68B0F1C28  FMEL_UPD_D 20151001185830 
760853,Attributes BLK_NO 853  ST_COD YIR00Z  ENTITYID 10051  POSTAL_COD 760853  INC_CRC 04535F668101D864  FMEL_UPD_D 20140929105030 
526494,Attributes BLK_NO 494F  ST_COD TAS21R  ENTITYID 9949  POSTAL_COD 526494  INC_CRC 4D59690A0CA7D841  FMEL_UPD_D 20141127185830 
551234,Attributes BLK_NO 234A  ST_COD SEA11N  ENTITYID 10028  POSTAL_COD 551234  INC_CRC 3DE019DAC65A9D87  FMEL_UPD_D 20140929105030 
640762,Attributes BLK_NO 762  ST_COD JUS27Q  ENTITYID 9059  POSTAL_COD 640762  INC_CRC 08A724BFCF19D2B7  FMEL_UPD_D 20130426120341 
520459,Attributes BLK_NO 459  ST_COD TAS20C  ENTITYID 8699  POSTAL_COD 520459  INC_CRC 40E241EBE5F0635C  FMEL_UPD_D 20130426120335 
731775,Attributes BLK_NO 775A  ST_COD WOC05L  ENTITYID 9193  POSTAL_COD 731775  INC_CRC 0BFAE2BB25C3C880  FMEL_UPD_D 20130426120230 
120112,Attributes BLK_NO 112  ST_COD CLS03T  ENTITYID 8068  POSTAL_COD 120112  INC_CRC 4B95246E699C4C01  FMEL_UPD_D 20130426120330 
824676,Attributes BLK_NO 676D  ST_COD PUD06M  ENTITYID 9807  POSTAL_COD 824676  INC_CRC 34C95BC71445D124  FMEL_UPD_D 20170331101921 
510650,Attributes BLK_NO 650  ST_COD PAD11B  ENTITYID 5070  POSTAL_COD 510650  INC_CRC D66F89E2312F3210  FMEL_UPD_D 20130426120253 
540216,Attributes BLK_NO 216  ST_COD COD05D  ENTITYID 10440  POSTAL_COD 540216  INC_CRC CF384CF8FFC8770A  FMEL_UPD_D 20160729143834 
734694,Attributes BLK_NO 694D  ST_COD WOD16Y  ENTITYID 1806  POSTAL_COD 734694  INC_CRC 40C923C531226ADD  FMEL_UPD_D 20171003103222 
820674,Attributes BLK_NO 674  ST_COD EDP02K  ENTITYID 9853  POSTAL_COD 820674  INC_CRC B958F4651EB3A1DB  FMEL_UPD_D 20170601120549 
530809,Attributes BLK_NO 809  ST_COD HOC07N  ENTITYID 5622  POSTAL_COD 530809  INC_CRC FA2F79BFBACD2DFB  FMEL_UPD_D 20130426120300 
521227,Attributes BLK_NO 227  ST_COD TAS16C  ENTITYID 3781  POSTAL_COD 521227  INC_CRC BF8FD644A71FD742  FMEL_UPD_D 20190806121923 
440045,Attributes BLK_NO 45  ST_COD MAC11X  ENTITYID 12656  POSTAL_COD 440045  INC_CRC 5DECD42D7FD72C5B  FMEL_UPD_D 20170802105621 
460010,Attributes BLK_NO 10A  ST_COD BEA10U  ENTITYID 4921  POSTAL_COD 460010  INC_CRC F1032FD5033ABA8B  FMEL_UPD_D 20130426120251 
680573,Attributes BLK_NO 573  ST_COD CHS25Y  ENTITYID 11053487  POSTAL_COD 680573  INC_CRC 60EAFAED77A6CD8A  FMEL_UPD_D 20221220142836 
571135,Attributes BLK_NO 135A  ST_COD BIS05M  ENTITYID 11053537  POSTAL_COD 571135  INC_CRC 8D60EA038ADF57EB  FMEL_UPD_D 20230207125419 
400314,Attributes BLK_NO 314  ST_COD UBA00H  ENTITYID 4183  POSTAL_COD 400314  INC_CRC D10BCCAF2A86F58C  FMEL_UPD_D 20140120182932 
090043,Attributes BLK_NO 43  ST_COD TER09S  ENTITYID 5328  POSTAL_COD 090043  INC_CRC 159796026C377984  FMEL_UPD_D 20130426120253 
322019,Attributes BLK_NO 19A  ST_COD TEN05G  ENTITYID 6912  POSTAL_COD 322019  INC_CRC 78A68A2877947D0E  FMEL_UPD_D 20130426120311 
310224,Attributes BLK_NO 224  ST_COD TOP10F  ENTITYID 5067  POSTAL_COD 310224  INC_CRC 0BCBC517B67E4512  FMEL_UPD_D 20130426120253 
150088,Attributes BLK_NO 88  ST_COD REC01B  ENTITYID 6381  POSTAL_COD 150088  INC_CRC CCAFE62ADB773DA4  FMEL_UPD_D 20130426120308 
680156,Attributes BLK_NO 156  ST_COD TEW00S  ENTITYID 10500  POSTAL_COD 680156  INC_CRC 6CEF8ACDC1E27D38  FMEL_UPD_D 20130426120328 
530980,Attributes BLK_NO 980  ST_COD BUC11G  ENTITYID 7953  POSTAL_COD 530980  INC_CRC 09EE40B82E90948B  FMEL_UPD_D 20130426120327 
